mcc_cat_desc,total,transactions,doy,hour
RECREATION,407.63,11,332,13
RECREATION,40.73,7,332,14
RECREATION,61.5,3,332,15
RECREATION,106.02,4,332,16
RECREATION,177.79,7,332,17
RECREATION,71.03,4,332,18
RECREATION,89.25,3,332,19
RECREATION,45.6,3,332,20
RECREATION,143.17,5,332,21
RECREATION,64.75,4,332,22
RECREATION,18,1,332,23
RECREATION,58.75,3,333,0
RECREATION,79.5,2,333,1
RECREATION,75.92,3,333,3
RECREATION,23,2,333,4
RECREATION,143.57,4,333,5
RECREATION,739.08,14,333,6
RECREATION,1130.36,19,333,7
RECREATION,1738.12,36,333,8
RECREATION,2810.46,45,333,9
RECREATION,1790.04,52,333,10
RECREATION,1856.77,54,333,11
RECREATION,1952.72,47,333,12
RECREATION,1199.24,41,333,13
RECREATION,1498.69,26,333,14
RECREATION,1425.85,36,333,15
RECREATION,1297.39,36,333,16
RECREATION,747.41,21,333,17
RECREATION,990.05,29,333,18
RECREATION,754.02,30,333,19
RECREATION,524.23,17,333,20
RECREATION,323.59,14,333,21
RECREATION,319.65,12,333,22
RECREATION,247.79,8,333,23
RECREATION,22.25,2,334,0
RECREATION,17,1,334,1
RECREATION,19.45,2,334,2
RECREATION,86.79,4,334,3
RECREATION,79.5,3,334,4
RECREATION,750.26,15,334,5
RECREATION,1680.92,20,334,6
RECREATION,1193.11,23,334,7
RECREATION,1498.29,31,334,8
RECREATION,3026.35,41,334,9
RECREATION,3162.33,55,334,10
RECREATION,1204.9,39,334,11
RECREATION,2922.81,46,334,12
RECREATION,4971.47,38,334,13
RECREATION,1162.26,34,334,14
RECREATION,2083.83,24,334,15
RECREATION,1266.31,30,334,16
RECREATION,1045.28,25,334,17
RECREATION,838,26,334,18
RECREATION,453.25,20,334,19
RECREATION,523.69,17,334,20
RECREATION,125.84,10,334,21
RECREATION,88.75,6,334,22
RECREATION,69.68,5,334,23
RECREATION VEHICLES,18.21,1,319,3
RECREATION VEHICLES,2148.21,14,319,6
RECREATION VEHICLES,1351.46,15,319,7
RECREATION VEHICLES,2062.41,18,319,8
RECREATION VEHICLES,3840.64,32,319,9
RECREATION VEHICLES,3088.49,31,319,10
RECREATION VEHICLES,3063.73,40,319,11
RECREATION VEHICLES,2545.31,41,319,12
RECREATION VEHICLES,6221.74,46,319,13
RECREATION VEHICLES,4659.16,35,319,14
RECREATION VEHICLES,3705.74,43,319,15
RECREATION VEHICLES,4065.8,33,319,16
RECREATION VEHICLES,3306.04,24,319,17
RECREATION VEHICLES,1518.39,8,319,18
RECREATION VEHICLES,394.3,6,319,19
RECREATION VEHICLES,119.07,2,319,20
RECREATION VEHICLES,5,1,319,21
RECREATION VEHICLES,34.68,1,320,0
RECREATION VEHICLES,80.78,2,320,3
RECREATION VEHICLES,32.03,2,320,4
RECREATION VEHICLES,76.96,5,320,5
RECREATION VEHICLES,3644.42,17,320,6
RECREATION VEHICLES,3765.64,18,320,7
RECREATION VEHICLES,2884.93,42,320,8
RECREATION VEHICLES,4907.18,66,320,9
RECREATION VEHICLES,5932.91,81,320,10
RECREATION VEHICLES,7901.03,75,320,11
RECREATION VEHICLES,5625.64,59,320,12
RECREATION VEHICLES,6842.26,68,320,13
RECREATION VEHICLES,4675.2,57,320,14
RECREATION VEHICLES,3640.8,39,320,15
RECREATION VEHICLES,5799.6,33,320,16
RECREATION VEHICLES,1024.82,13,320,17
RECREATION VEHICLES,267.92,4,320,18
RECREATION VEHICLES,12.48,1,320,19
RECREATION VEHICLES,5.66,1,321,5
RECREATION VEHICLES,392.95,7,321,6
RECREATION VEHICLES,319.94,5,321,7
RECREATION VEHICLES,691.99,8,321,8
RECREATION VEHICLES,972.31,21,321,9
RECREATION VEHICLES,1963.19,21,321,10
RECREATION VEHICLES,1671.97,30,321,11
RECREATION VEHICLES,2045.99,30,321,12
RECREATION VEHICLES,1211.52,19,321,13
RECREATION VEHICLES,1391.22,20,321,14
RECREATION VEHICLES,1272.49,16,321,15
RECREATION VEHICLES,1384.23,11,321,16
RECREATION VEHICLES,275.6,4,321,17
RECREATION VEHICLES,157.33,1,321,18
RECREATION VEHICLES,21.41,1,321,19
RECREATION VEHICLES,27.52,1,322,4
RECREATION VEHICLES,54.33,2,322,5
RECREATION VEHICLES,131.83,3,322,6
RECREATION VEHICLES,280.5,9,322,7
RECREATION VEHICLES,1339.87,15,322,8
RECREATION VEHICLES,1259.81,15,322,9
RECREATION VEHICLES,2088.23,22,322,10
RECREATION VEHICLES,1234.9,23,322,11
RECREATION VEHICLES,2163.46,26,322,12
RECREATION VEHICLES,5190.02,23,322,13
RECREATION VEHICLES,2230.27,24,322,14
RECREATION VEHICLES,2169.37,21,322,15
RECREATION VEHICLES,6534.47,16,322,16
RECREATION VEHICLES,1260.43,7,322,17
RECREATION VEHICLES,236.25,4,322,18
RECREATION VEHICLES,5.19,1,323,3
RECREATION VEHICLES,55.72,3,323,5
RECREATION VEHICLES,500.54,5,323,6
RECREATION VEHICLES,1058.87,11,323,7
RECREATION VEHICLES,1285.81,19,323,8
RECREATION VEHICLES,1414.25,16,323,9
RECREATION VEHICLES,3259.62,35,323,10
RECREATION VEHICLES,4411.69,33,323,11
RECREATION VEHICLES,3605.35,36,323,12
RECREATION VEHICLES,5990.34,31,323,13
RECREATION VEHICLES,2556.5,23,323,14
RECREATION VEHICLES,1997.54,20,323,15
RECREATION VEHICLES,2893.51,25,323,16
RECREATION VEHICLES,900.63,12,323,17
RECREATION VEHICLES,221.28,7,323,18
RECREATION VEHICLES,123.15,1,324,5
RECREATION VEHICLES,120.01,2,324,6
RECREATION VEHICLES,1353.63,11,324,7
RECREATION VEHICLES,2440.76,19,324,8
RECREATION VEHICLES,1908.18,22,324,9
RECREATION VEHICLES,3426.08,29,324,10
RECREATION VEHICLES,2524.43,39,324,11
RECREATION VEHICLES,3176.03,45,324,12
RECREATION VEHICLES,3289.62,44,324,13
RECREATION VEHICLES,2536.99,32,324,14
RECREATION VEHICLES,1482.48,23,324,15
RECREATION VEHICLES,645.53,13,324,16
RECREATION VEHICLES,556.71,10,324,17
RECREATION VEHICLES,237.49,3,324,18
RECREATION VEHICLES,300.76,2,324,19
RECREATION VEHICLES,47.34,1,325,4
RECREATION VEHICLES,48.37,2,325,5
RECREATION VEHICLES,162.61,4,325,6
RECREATION VEHICLES,3184.32,14,325,7
RECREATION VEHICLES,1557.53,21,325,8
RECREATION VEHICLES,1841.69,32,325,9
RECREATION VEHICLES,1903.04,38,325,10
RECREATION VEHICLES,5061.9,28,325,11
RECREATION VEHICLES,3828.91,35,325,12
RECREATION VEHICLES,2587.05,32,325,13
RECREATION VEHICLES,2799.38,36,325,14
RECREATION VEHICLES,2329.57,30,325,15
RECREATION VEHICLES,1696.48,23,325,16
RECREATION VEHICLES,2820.1,14,325,17
RECREATION VEHICLES,227.03,5,325,18
RECREATION VEHICLES,730.63,4,325,19
RECREATION VEHICLES,5.39,1,326,3
RECREATION VEHICLES,40.62,1,326,4
RECREATION VEHICLES,572.35,4,326,5
RECREATION VEHICLES,1608.16,11,326,6
RECREATION VEHICLES,2998.55,9,326,7
RECREATION VEHICLES,861.94,22,326,8
RECREATION VEHICLES,3517.95,37,326,9
RECREATION VEHICLES,5109.25,48,326,10
RECREATION VEHICLES,9927.32,42,326,11
RECREATION VEHICLES,10542.06,55,326,12
RECREATION VEHICLES,4434.29,46,326,13
RECREATION VEHICLES,2807.64,35,326,14
RECREATION VEHICLES,2717.15,28,326,15
RECREATION VEHICLES,3044.32,24,326,16
RECREATION VEHICLES,918.82,15,326,17
RECREATION VEHICLES,523.68,8,326,18
RECREATION VEHICLES,212.44,4,326,19
RECREATION VEHICLES,22.03,1,326,23
RECREATION VEHICLES,558.44,7,327,5
RECREATION VEHICLES,1105.27,15,327,6
RECREATION VEHICLES,2458.97,26,327,7
RECREATION VEHICLES,2535.91,33,327,8
RECREATION VEHICLES,5876.57,50,327,9
RECREATION VEHICLES,6966.02,62,327,10
RECREATION VEHICLES,8762.76,87,327,11
RECREATION VEHICLES,6504.74,60,327,12
RECREATION VEHICLES,7880.39,73,327,13
RECREATION VEHICLES,6653.9,60,327,14
RECREATION VEHICLES,5342.94,35,327,15
RECREATION VEHICLES,1486.24,18,327,16
RECREATION VEHICLES,3105.74,16,327,17
RECREATION VEHICLES,1135.11,2,327,18
RECREATION VEHICLES,189.63,1,327,19
RECREATION VEHICLES,56.79,1,327,23
RECREATION VEHICLES,15.79,2,328,5
RECREATION VEHICLES,86.18,2,328,6
RECREATION VEHICLES,236.9,7,328,7
RECREATION VEHICLES,263.82,7,328,8
RECREATION VEHICLES,1246.86,19,328,9
RECREATION VEHICLES,878.92,17,328,10
RECREATION VEHICLES,1864.89,22,328,11
RECREATION VEHICLES,2221.87,32,328,12
RECREATION VEHICLES,1675.5,13,328,13
RECREATION VEHICLES,1477.83,24,328,14
RECREATION VEHICLES,361.25,8,328,15
RECREATION VEHICLES,1700.34,12,328,16
RECREATION VEHICLES,525.51,6,328,17
RECREATION VEHICLES,14.27,1,329,5
RECREATION VEHICLES,516.08,7,329,6
RECREATION VEHICLES,574.02,12,329,7
RECREATION VEHICLES,1437.65,14,329,8
RECREATION VEHICLES,1473.17,24,329,9
RECREATION VEHICLES,3619.23,26,329,10
RECREATION VEHICLES,4364.48,29,329,11
RECREATION VEHICLES,6772.49,27,329,12
RECREATION VEHICLES,2402.01,33,329,13
RECREATION VEHICLES,1448.44,27,329,14
RECREATION VEHICLES,1638.06,23,329,15
RECREATION VEHICLES,1568.08,24,329,16
RECREATION VEHICLES,1278.89,15,329,17
RECREATION VEHICLES,599.88,5,329,18
RECREATION VEHICLES,141.64,3,329,19
RECREATION VEHICLES,33.52,3,330,5
RECREATION VEHICLES,1880.64,12,330,6
RECREATION VEHICLES,1697.54,11,330,7
RECREATION VEHICLES,1382.62,17,330,8
RECREATION VEHICLES,1611.91,23,330,9
RECREATION VEHICLES,2061.62,24,330,10
RECREATION VEHICLES,2508.67,39,330,11
RECREATION VEHICLES,1962.45,35,330,12
RECREATION VEHICLES,10580.23,31,330,13
RECREATION VEHICLES,2384.96,36,330,14
RECREATION VEHICLES,3226.26,29,330,15
RECREATION VEHICLES,845.8,22,330,16
RECREATION VEHICLES,2145.26,18,330,17
RECREATION VEHICLES,53.58,2,330,18
RECREATION VEHICLES,677.35,3,330,19
RECREATION VEHICLES,7.24,1,331,4
RECREATION VEHICLES,127.34,2,331,5
RECREATION VEHICLES,1168.89,9,331,6
RECREATION VEHICLES,1105.28,12,331,7
RECREATION VEHICLES,1309.28,15,331,8
RECREATION VEHICLES,2595.47,28,331,9
RECREATION VEHICLES,4003.88,39,331,10
RECREATION VEHICLES,5744.91,43,331,11
RECREATION VEHICLES,7670.68,61,331,12
RECREATION VEHICLES,6966.71,64,331,13
RECREATION VEHICLES,4814.75,42,331,14
RECREATION VEHICLES,5388.67,44,331,15
RECREATION VEHICLES,5120.35,28,331,16
RECREATION VEHICLES,1083.15,19,331,17
RECREATION VEHICLES,936.51,7,331,18
RECREATION VEHICLES,472.24,2,331,19
RECREATION VEHICLES,128.96,2,331,20
RECREATION VEHICLES,96,1,332,7
RECREATION VEHICLES,7.98,1,332,8
RECREATION VEHICLES,30.04,2,332,9
RECREATION VEHICLES,158.25,4,332,11
RECREATION VEHICLES,9.03,1,332,13
RECREATION VEHICLES,27.9,2,332,14
RECREATION VEHICLES,117.86,2,332,19
RECREATION VEHICLES,232.33,2,333,3
RECREATION VEHICLES,333.28,1,333,4
RECREATION VEHICLES,2812.82,17,333,5
RECREATION VEHICLES,1610.34,16,333,6
RECREATION VEHICLES,2575.72,26,333,7
RECREATION VEHICLES,6930.08,42,333,8
RECREATION VEHICLES,7793.36,56,333,9
RECREATION VEHICLES,7426.65,72,333,10
RECREATION VEHICLES,10162.53,88,333,11
RECREATION VEHICLES,7495.87,79,333,12
RECREATION VEHICLES,13993.25,76,333,13
RECREATION VEHICLES,5777.09,67,333,14
RECREATION VEHICLES,3920.98,45,333,15
RECREATION VEHICLES,1982.42,25,333,16
RECREATION VEHICLES,3683.11,22,333,17
RECREATION VEHICLES,785.15,8,333,18
RECREATION VEHICLES,472.61,4,333,19
RECREATION VEHICLES,130.83,4,333,20
RECREATION VEHICLES,166.28,2,334,5
RECREATION VEHICLES,588.49,10,334,6
RECREATION VEHICLES,2205.77,21,334,7
RECREATION VEHICLES,4421.08,41,334,8
RECREATION VEHICLES,4454.94,44,334,9
RECREATION VEHICLES,4549.93,51,334,10
RECREATION VEHICLES,13630.6,74,334,11
RECREATION VEHICLES,4215.78,51,334,12
RECREATION VEHICLES,9967.99999999999,56,334,13
RECREATION VEHICLES,6275.47,49,334,14
RECREATION VEHICLES,6471.66,41,334,15
RECREATION VEHICLES,1021.86,19,334,16
RECREATION VEHICLES,1107.96,14,334,17
RECREATION VEHICLES,73.55,1,334,18
RESTAURANTS,192.62,9,319,0
RESTAURANTS,47.99,6,319,1
RESTAURANTS,386.84,5,319,2
RESTAURANTS,71.51,10,319,3
RESTAURANTS,449.03,33,319,4
RESTAURANTS,738.44,66,319,5
RESTAURANTS,749.74,73,319,6
RESTAURANTS,1227.42,114,319,7
RESTAURANTS,2406.08,165,319,8
RESTAURANTS,4518.5,324,319,9
RESTAURANTS,5674.13999999999,351,319,10
RESTAURANTS,5671.2,382,319,11
RESTAURANTS,6727.84,431,319,12
RESTAURANTS,7110.84,388,319,13
RESTAURANTS,6615.04,345,319,14
RESTAURANTS,6431.28,344,319,15
RESTAURANTS,9969.32999999999,437,319,16
RESTAURANTS,9174.20999999999,441,319,17
RESTAURANTS,9086.12,393,319,18
RESTAURANTS,6171.08,275,319,19
RESTAURANTS,2940.77,151,319,20
RESTAURANTS,1778.76,98,319,21
RESTAURANTS,913.39,54,319,22
RESTAURANTS,833.9,41,319,23
RESTAURANTS,458.74,20,320,0
RESTAURANTS,631.76,25,320,1
RESTAURANTS,155.24,16,320,2
RESTAURANTS,188.1,14,320,3
RESTAURANTS,284.28,19,320,4
RESTAURANTS,618.3,36,320,5
RESTAURANTS,1093.48,70,320,6
RESTAURANTS,1867.45,117,320,7
RESTAURANTS,3745.34,170,320,8
RESTAURANTS,4476.19,242,320,9
RESTAURANTS,6630.48999999999,307,320,10
RESTAURANTS,8605.48,391,320,11
RESTAURANTS,8127,379,320,12
RESTAURANTS,8958.64,424,320,13
RESTAURANTS,7594.67999999999,354,320,14
RESTAURANTS,8507.11,371,320,15
RESTAURANTS,8182.83,366,320,16
RESTAURANTS,7730.91,316,320,17
RESTAURANTS,8041.05,340,320,18
RESTAURANTS,4178.59,207,320,19
RESTAURANTS,2960.13,144,320,20
RESTAURANTS,1517.92,82,320,21
RESTAURANTS,825.64,49,320,22
RESTAURANTS,903.76,35,320,23
RESTAURANTS,645.21,29,321,0
RESTAURANTS,406.31,21,321,1
RESTAURANTS,118.05,10,321,2
RESTAURANTS,110.81,10,321,3
RESTAURANTS,136.71,13,321,4
RESTAURANTS,341.99,23,321,5
RESTAURANTS,692.56,46,321,6
RESTAURANTS,1653.93,97,321,7
RESTAURANTS,2492.8,126,321,8
RESTAURANTS,4679.45,221,321,9
RESTAURANTS,6008.56,280,321,10
RESTAURANTS,6477.89,297,321,11
RESTAURANTS,7678.03,350,321,12
RESTAURANTS,7971.37000000001,345,321,13
RESTAURANTS,6835.88,316,321,14
RESTAURANTS,6158.05,277,321,15
RESTAURANTS,7445.9,307,321,16
RESTAURANTS,7166.21,313,321,17
RESTAURANTS,5555.76,250,321,18
RESTAURANTS,2781.41,139,321,19
RESTAURANTS,1680.09,94,321,20
RESTAURANTS,644.57,38,321,21
RESTAURANTS,344.82,15,321,22
RESTAURANTS,174.15,12,321,23
RESTAURANTS,151.25,7,322,0
RESTAURANTS,81.15,4,322,1
RESTAURANTS,30.48,4,322,2
RESTAURANTS,99.62,11,322,3
RESTAURANTS,213.25,26,322,4
RESTAURANTS,322.81,37,322,5
RESTAURANTS,873.18,56,322,6
RESTAURANTS,633.94,68,322,7
RESTAURANTS,1541.87,119,322,8
RESTAURANTS,1972.53,179,322,9
RESTAURANTS,3339.6,236,322,10
RESTAURANTS,4499.2,302,322,11
RESTAURANTS,4254.24,333,322,12
RESTAURANTS,3926.65,258,322,13
RESTAURANTS,3242.06,209,322,14
RESTAURANTS,3967.26,224,322,15
RESTAURANTS,3731.4,222,322,16
RESTAURANTS,4527.02,223,322,17
RESTAURANTS,3478.15,203,322,18
RESTAURANTS,2178.46,135,322,19
RESTAURANTS,979.1,72,322,20
RESTAURANTS,612.33,43,322,21
RESTAURANTS,331.92,23,322,22
RESTAURANTS,142.2,13,322,23
RESTAURANTS,100.63,7,323,0
RESTAURANTS,9.8,1,323,1
RESTAURANTS,11.64,1,323,2
RESTAURANTS,70.19,7,323,3
RESTAURANTS,91.95,14,323,4
RESTAURANTS,269.36,36,323,5
RESTAURANTS,592.1,63,323,6
RESTAURANTS,817.86,56,323,7
RESTAURANTS,2048.49,109,323,8
RESTAURANTS,2625,219,323,9
RESTAURANTS,2785.73,227,323,10
RESTAURANTS,3970.16,271,323,11
RESTAURANTS,4192.74,338,323,12
RESTAURANTS,4257.7,256,323,13
RESTAURANTS,3863.13,235,323,14
RESTAURANTS,4561.92,260,323,15
RESTAURANTS,4211.2,256,323,16
RESTAURANTS,4567.6,257,323,17
RESTAURANTS,3870.35,221,323,18
RESTAURANTS,2737.84,158,323,19
RESTAURANTS,1479.86,90,323,20
RESTAURANTS,780.38,35,323,21
RESTAURANTS,446.01,23,323,22
RESTAURANTS,67.26,6,323,23
RESTAURANTS,85.24,5,324,0
RESTAURANTS,30.14,2,324,1
RESTAURANTS,27.34,3,324,2
RESTAURANTS,95.18,10,324,3
RESTAURANTS,190.91,24,324,4
RESTAURANTS,460.77,46,324,5
RESTAURANTS,444.76,48,324,6
RESTAURANTS,668.69,72,324,7
RESTAURANTS,1655.49,141,324,8
RESTAURANTS,2922.73,225,324,9
RESTAURANTS,4039.86,258,324,10
RESTAURANTS,4671.15,307,324,11
RESTAURANTS,4992.15,397,324,12
RESTAURANTS,3424.8,243,324,13
RESTAURANTS,3950.4,257,324,14
RESTAURANTS,4697.37,272,324,15
RESTAURANTS,5555.67,271,324,16
RESTAURANTS,5196.66,280,324,17
RESTAURANTS,4722.7,269,324,18
RESTAURANTS,2710.29,144,324,19
RESTAURANTS,1830.43,105,324,20
RESTAURANTS,720.99,34,324,21
RESTAURANTS,572,29,324,22
RESTAURANTS,680.43,15,324,23
RESTAURANTS,124.38,7,325,0
RESTAURANTS,41.26,3,325,1
RESTAURANTS,89.36,8,325,2
RESTAURANTS,137.29,10,325,3
RESTAURANTS,190.9,23,325,4
RESTAURANTS,369.65,36,325,5
RESTAURANTS,762.15,73,325,6
RESTAURANTS,1135.26,83,325,7
RESTAURANTS,1853.23,155,325,8
RESTAURANTS,3317.35,236,325,9
RESTAURANTS,3469.04,268,325,10
RESTAURANTS,3856.34,311,325,11
RESTAURANTS,5297.58,392,325,12
RESTAURANTS,4040.6,273,325,13
RESTAURANTS,5409.1,288,325,14
RESTAURANTS,4505.76,264,325,15
RESTAURANTS,4914.36,279,325,16
RESTAURANTS,6713.41,349,325,17
RESTAURANTS,4986.06,266,325,18
RESTAURANTS,3373.83,192,325,19
RESTAURANTS,1730.87,116,325,20
RESTAURANTS,716.4,48,325,21
RESTAURANTS,487.71,30,325,22
RESTAURANTS,442.22,20,325,23
RESTAURANTS,125.34,10,326,0
RESTAURANTS,59.44,7,326,1
RESTAURANTS,49.32,4,326,2
RESTAURANTS,101.35,14,326,3
RESTAURANTS,360.14,29,326,4
RESTAURANTS,836.73,75,326,5
RESTAURANTS,807.44,67,326,6
RESTAURANTS,1190.5,92,326,7
RESTAURANTS,2538.46,186,326,8
RESTAURANTS,4038.61,259,326,9
RESTAURANTS,4311.2,317,326,10
RESTAURANTS,6282.73,426,326,11
RESTAURANTS,6996.25,470,326,12
RESTAURANTS,5660.33,348,326,13
RESTAURANTS,7383.08999999999,331,326,14
RESTAURANTS,7156.96,373,326,15
RESTAURANTS,8986.99,419,326,16
RESTAURANTS,10174.18,443,326,17
RESTAURANTS,9436.70000000001,426,326,18
RESTAURANTS,5439.31,265,326,19
RESTAURANTS,2910.46,140,326,20
RESTAURANTS,1644.18,98,326,21
RESTAURANTS,1649.82,44,326,22
RESTAURANTS,673.45,31,326,23
RESTAURANTS,555.24,21,327,0
RESTAURANTS,219.92,20,327,1
RESTAURANTS,217.2,13,327,2
RESTAURANTS,71.4,8,327,3
RESTAURANTS,113.78,12,327,4
RESTAURANTS,830.94,35,327,5
RESTAURANTS,585.8,42,327,6
RESTAURANTS,2505.81,115,327,7
RESTAURANTS,3045.98,176,327,8
RESTAURANTS,5324.08,246,327,9
RESTAURANTS,6006.78,293,327,10
RESTAURANTS,8290.53,361,327,11
RESTAURANTS,9510.52,428,327,12
RESTAURANTS,8129.17,386,327,13
RESTAURANTS,8759.48000000001,401,327,14
RESTAURANTS,9238.54,366,327,15
RESTAURANTS,8693.03,359,327,16
RESTAURANTS,8184.98,361,327,17
RESTAURANTS,7349.47,329,327,18
RESTAURANTS,5124.36,229,327,19
RESTAURANTS,2408.68,122,327,20
RESTAURANTS,2050.57,88,327,21
RESTAURANTS,1190.5,42,327,22
RESTAURANTS,940.1,31,327,23
RESTAURANTS,500.87,20,328,0
RESTAURANTS,278.44,18,328,1
RESTAURANTS,271.1,13,328,2
RESTAURANTS,69.05,5,328,3
RESTAURANTS,133.15,10,328,4
RESTAURANTS,349.51,25,328,5
RESTAURANTS,871.98,54,328,6
RESTAURANTS,1012.66,64,328,7
RESTAURANTS,3058.67,147,328,8
RESTAURANTS,5008.13,231,328,9
RESTAURANTS,5792.63,269,328,10
RESTAURANTS,7391.26999999999,333,328,11
RESTAURANTS,7679.71,330,328,12
RESTAURANTS,7475.35,332,328,13
RESTAURANTS,8190.53999999999,350,328,14
RESTAURANTS,7164.25,316,328,15
RESTAURANTS,7511.19,300,328,16
RESTAURANTS,6891.38,301,328,17
RESTAURANTS,5472,223,328,18
RESTAURANTS,2957.39,156,328,19
RESTAURANTS,1936.99,91,328,20
RESTAURANTS,1191.59,56,328,21
RESTAURANTS,397.43,28,328,22
RESTAURANTS,127.76,10,328,23
RESTAURANTS,102.06,8,329,0
RESTAURANTS,28.34,2,329,1
RESTAURANTS,106.71,8,329,2
RESTAURANTS,101.04,7,329,3
RESTAURANTS,538.38,14,329,4
RESTAURANTS,308.19,29,329,5
RESTAURANTS,633.73,56,329,6
RESTAURANTS,754.25,72,329,7
RESTAURANTS,1278.29,101,329,8
RESTAURANTS,2665.72,200,329,9
RESTAURANTS,4376.42,271,329,10
RESTAURANTS,4451.99,303,329,11
RESTAURANTS,4893.55999999999,348,329,12
RESTAURANTS,4737.06,282,329,13
RESTAURANTS,3794.43,218,329,14
RESTAURANTS,4295.76,246,329,15
RESTAURANTS,4621.61,250,329,16
RESTAURANTS,4987.18,265,329,17
RESTAURANTS,5171.17,264,329,18
RESTAURANTS,2532.02,149,329,19
RESTAURANTS,1256.6,84,329,20
RESTAURANTS,548.71,28,329,21
RESTAURANTS,228.86,13,329,22
RESTAURANTS,171.76,9,329,23
RESTAURANTS,50.07,6,330,0
RESTAURANTS,27.08,5,330,1
RESTAURANTS,30.71,4,330,2
RESTAURANTS,961.39,13,330,3
RESTAURANTS,196.32,22,330,4
RESTAURANTS,314.79,38,330,5
RESTAURANTS,735.46,65,330,6
RESTAURANTS,1238.82,80,330,7
RESTAURANTS,1838.03,132,330,8
RESTAURANTS,3339.81,224,330,9
RESTAURANTS,4520.87,270,330,10
RESTAURANTS,4596.59,293,330,11
RESTAURANTS,5729.2,369,330,12
RESTAURANTS,6065.67,299,330,13
RESTAURANTS,5099.46,268,330,14
RESTAURANTS,5772.99,281,330,15
RESTAURANTS,5273.31,292,330,16
RESTAURANTS,5437.51,293,330,17
RESTAURANTS,4320.45,233,330,18
RESTAURANTS,3258.89,170,330,19
RESTAURANTS,1561.62,90,330,20
RESTAURANTS,880.63,47,330,21
RESTAURANTS,635.17,20,330,22
RESTAURANTS,263.14,17,330,23
RESTAURANTS,88.01,6,331,0
RESTAURANTS,24.46,2,331,1
RESTAURANTS,10.55,2,331,2
RESTAURANTS,114.6,12,331,3
RESTAURANTS,340.02,20,331,4
RESTAURANTS,556.18,42,331,5
RESTAURANTS,859.42,62,331,6
RESTAURANTS,2005.27,120,331,7
RESTAURANTS,3805.09,177,331,8
RESTAURANTS,3939.91,229,331,9
RESTAURANTS,6066.73999999999,309,331,10
RESTAURANTS,6737.79999999999,388,331,11
RESTAURANTS,8205.05,431,331,12
RESTAURANTS,6053.26,336,331,13
RESTAURANTS,6652.82,318,331,14
RESTAURANTS,6431.16,299,331,15
RESTAURANTS,7567.31,332,331,16
RESTAURANTS,7372.11,348,331,17
RESTAURANTS,7229.79,301,331,18
RESTAURANTS,4204.31,204,331,19
RESTAURANTS,2332.7,111,331,20
RESTAURANTS,1518.62,69,331,21
RESTAURANTS,591.64,31,331,22
RESTAURANTS,366.26,21,331,23
RESTAURANTS,308.92,14,332,0
RESTAURANTS,441.09,7,332,1
RESTAURANTS,146.27,5,332,2
RESTAURANTS,53.18,3,332,3
RESTAURANTS,20.13,3,332,4
RESTAURANTS,101.91,8,332,5
RESTAURANTS,518.26,26,332,6
RESTAURANTS,845.62,44,332,7
RESTAURANTS,1968.37,70,332,8
RESTAURANTS,2699.39,105,332,9
RESTAURANTS,2171.79,110,332,10
RESTAURANTS,3137.52,126,332,11
RESTAURANTS,3303.87,115,332,12
RESTAURANTS,2376.41,98,332,13
RESTAURANTS,2529.72,88,332,14
RESTAURANTS,1761.18,69,332,15
RESTAURANTS,1341.29,56,332,16
RESTAURANTS,803.19,30,332,17
RESTAURANTS,354.8,23,332,18
RESTAURANTS,419.05,17,332,19
RESTAURANTS,359.43,14,332,20
RESTAURANTS,496.81,20,332,21
RESTAURANTS,82.7,4,332,22
RESTAURANTS,125.1,7,332,23
RESTAURANTS,182.93,6,333,0
RESTAURANTS,8.76,2,333,1
RESTAURANTS,41.83,4,333,2
RESTAURANTS,81.62,6,333,3
RESTAURANTS,133.69,13,333,4
RESTAURANTS,311.13,22,333,5
RESTAURANTS,814.91,37,333,6
RESTAURANTS,1203.43,69,333,7
RESTAURANTS,2022.93,96,333,8
RESTAURANTS,3898.14,152,333,9
RESTAURANTS,4422.96,210,333,10
RESTAURANTS,5677.14,241,333,11
RESTAURANTS,5248.7,241,333,12
RESTAURANTS,5131.43,259,333,13
RESTAURANTS,6009.39999999999,253,333,14
RESTAURANTS,5914.42,271,333,15
RESTAURANTS,6067.40999999999,269,333,16
RESTAURANTS,6802.96,298,333,17
RESTAURANTS,5546.88,245,333,18
RESTAURANTS,3475,165,333,19
RESTAURANTS,1868.99,106,333,20
RESTAURANTS,1718.91,76,333,21
RESTAURANTS,851.7,44,333,22
RESTAURANTS,569.81,27,333,23
RESTAURANTS,528.23,18,334,0
RESTAURANTS,242.51,14,334,1
RESTAURANTS,120.24,6,334,2
RESTAURANTS,94.18,10,334,3
RESTAURANTS,117.44,10,334,4
RESTAURANTS,315.99,27,334,5
RESTAURANTS,632.92,42,334,6
RESTAURANTS,1652.29,86,334,7
RESTAURANTS,2881.06,128,334,8
RESTAURANTS,4219.81,191,334,9
RESTAURANTS,7945.73,252,334,10
RESTAURANTS,6539.37,297,334,11
RESTAURANTS,7821.17,318,334,12
RESTAURANTS,7593.45,305,334,13
RESTAURANTS,7628.66,323,334,14
RESTAURANTS,8727.83,330,334,15
RESTAURANTS,8517.05,322,334,16
RESTAURANTS,7483.8,329,334,17
RESTAURANTS,6844.76,312,334,18
RESTAURANTS,4332.57,208,334,19
RESTAURANTS,2806.73,137,334,20
