mcc_cat_desc,total,transactions,doy,hour
DISCOUNT STORES,32540.41,1014,330,6
DISCOUNT STORES,56307.1,1657,330,7
DISCOUNT STORES,86309.5500000001,2344,330,8
DISCOUNT STORES,114590.49,3087,330,9
DISCOUNT STORES,145379.55,3872,330,10
DISCOUNT STORES,171373.120000001,4278,330,11
DISCOUNT STORES,171452.96,4543,330,12
DISCOUNT STORES,176328.1,4820,330,13
DISCOUNT STORES,181299.42,4978,330,14
DISCOUNT STORES,178796,4851,330,15
DISCOUNT STORES,158828.75,4495,330,16
DISCOUNT STORES,140527.72,3878,330,17
DISCOUNT STORES,117739.77,3000,330,18
DISCOUNT STORES,93802.41,2179,330,19
DISCOUNT STORES,58436.48,1362,330,20
DISCOUNT STORES,37610.04,801,330,21
DISCOUNT STORES,17847.12,409,330,22
DISCOUNT STORES,4630.05,141,330,23
DISCOUNT STORES,3222.71,91,331,0
DISCOUNT STORES,1455.13,31,331,1
DISCOUNT STORES,1051.22,34,331,2
DISCOUNT STORES,1952.69,45,331,3
DISCOUNT STORES,6321.61,129,331,4
DISCOUNT STORES,17992.08,611,331,5
DISCOUNT STORES,41240.55,1271,331,6
DISCOUNT STORES,77805.6700000001,2274,331,7
DISCOUNT STORES,125521.65,3131,331,8
DISCOUNT STORES,155113.3,4129,331,9
DISCOUNT STORES,195344.56,5034,331,10
DISCOUNT STORES,218141.01,5637,331,11
DISCOUNT STORES,233437.44,6110,331,12
DISCOUNT STORES,239363.280000001,6339,331,13
DISCOUNT STORES,236133.11,6677,331,14
DISCOUNT STORES,239015.880000001,6350,331,15
DISCOUNT STORES,206238.56,5732,331,16
DISCOUNT STORES,171062.6,4865,331,17
DISCOUNT STORES,148588.04,3934,331,18
DISCOUNT STORES,107265.35,2685,331,19
DISCOUNT STORES,73408.0199999999,1708,331,20
DISCOUNT STORES,49286.9,1134,331,21
DISCOUNT STORES,23823.32,558,331,22
DISCOUNT STORES,10482.39,242,331,23
DISCOUNT STORES,3736.5,108,332,0
DISCOUNT STORES,1567.53,52,332,1
DISCOUNT STORES,2189.59,57,332,2
DISCOUNT STORES,19999.86,243,332,3
DISCOUNT STORES,56652.81,741,332,4
DISCOUNT STORES,68109.3499999999,1259,332,5
DISCOUNT STORES,80652.0900000001,1948,332,6
DISCOUNT STORES,123290.9,2817,332,7
DISCOUNT STORES,132978,3499,332,8
DISCOUNT STORES,144568.58,3949,332,9
DISCOUNT STORES,137278.94,3848,332,10
DISCOUNT STORES,136119.78,3618,332,11
DISCOUNT STORES,128458.49,3442,332,12
DISCOUNT STORES,113776.59,3117,332,13
DISCOUNT STORES,96392.82,2695,332,14
DISCOUNT STORES,236174.9,3201,332,15
DISCOUNT STORES,246289.06,2884,332,16
DISCOUNT STORES,353578.45,3061,332,17
DISCOUNT STORES,501598.469999999,4014,332,18
DISCOUNT STORES,463342.45,4005,332,19
DISCOUNT STORES,434712.35,3717,332,20
DISCOUNT STORES,290233.59,2965,332,21
DISCOUNT STORES,186337.54,2162,332,22
DISCOUNT STORES,124812,1599,332,23
DISCOUNT STORES,77781.9100000002,1093,333,0
DISCOUNT STORES,55915.5,786,333,1
DISCOUNT STORES,38286.24,631,333,2
DISCOUNT STORES,54291.36,821,333,3
DISCOUNT STORES,66401.8,1116,333,4
DISCOUNT STORES,106113.81,1852,333,5
DISCOUNT STORES,158950.13,2917,333,6
DISCOUNT STORES,213698.15,4077,333,7
DISCOUNT STORES,295318.38,5454,333,8
DISCOUNT STORES,341577.94,6445,333,9
DISCOUNT STORES,360697.229999999,7202,333,10
DISCOUNT STORES,388240.069999998,7748,333,11
DISCOUNT STORES,404481.85,8259,333,12
DISCOUNT STORES,394060.33,8277,333,13
DISCOUNT STORES,370006.289999999,7928,333,14
DISCOUNT STORES,346085.24,7611,333,15
DISCOUNT STORES,300634.539999999,6460,333,16
DISCOUNT STORES,257393.08,5624,333,17
DISCOUNT STORES,200311.639999999,4257,333,18
DISCOUNT STORES,153056.11,3053,333,19
DISCOUNT STORES,100769.03,1963,333,20
DISCOUNT STORES,58621.87,1228,333,21
DISCOUNT STORES,37365.69,715,333,22
DISCOUNT STORES,15146.5,288,333,23
DISCOUNT STORES,4054.82,115,334,0
DISCOUNT STORES,1667.24,42,334,1
DISCOUNT STORES,1031.62,36,334,2
DISCOUNT STORES,1872.64,51,334,3
DISCOUNT STORES,10296.15,171,334,4
DISCOUNT STORES,19948.76,506,334,5
DISCOUNT STORES,50733,1377,334,6
DISCOUNT STORES,96702.42,2521,334,7
DISCOUNT STORES,156518.2,3833,334,8
DISCOUNT STORES,215841.28,5167,334,9
DISCOUNT STORES,276245.12,6332,334,10
DISCOUNT STORES,312075.14,7078,334,11
DISCOUNT STORES,327190.079999999,7504,334,12
DISCOUNT STORES,333475.890000001,7445,334,13
DISCOUNT STORES,307149.799999999,7187,334,14
DISCOUNT STORES,288764.440000001,6824,334,15
DISCOUNT STORES,242051.92,5837,334,16
DISCOUNT STORES,198735,4790,334,17
DISCOUNT STORES,156786.4,3745,334,18
DISCOUNT STORES,116822.96,2498,334,19
DISCOUNT STORES,79040.2699999999,1636,334,20
DISCOUNT STORES,43948.1100000001,938,334,21
DISCOUNT STORES,24129.43,522,334,22
DISCOUNT STORES,10958.31,274,334,23
DURABLES,64.24,3,319,7
DURABLES,8.61,1,319,8
DURABLES,112.47,3,319,9
DURABLES,84.98,4,319,10
DURABLES,396.44,3,319,11
DURABLES,60.81,3,319,12
DURABLES,37.45,1,319,13
DURABLES,162.38,5,319,14
DURABLES,399.28,6,319,15
DURABLES,667.59,4,319,16
DURABLES,65.84,1,319,20
DURABLES,16.74,1,320,6
DURABLES,21.47,2,320,7
DURABLES,21.43,2,320,8
DURABLES,218.36,4,320,9
DURABLES,35.33,2,320,10
DURABLES,311.26,3,320,11
DURABLES,1129.4,5,320,12
DURABLES,79.37,2,320,13
DURABLES,7.09,1,320,14
DURABLES,185.69,2,320,15
DURABLES,136.49,2,320,16
DURABLES,32.39,1,320,17
DURABLES,35.79,2,320,18
DURABLES,39.78,1,321,6
DURABLES,29.11,1,321,8
DURABLES,19.46,1,321,11
DURABLES,56.77,2,321,12
DURABLES,260,1,321,13
DURABLES,14.56,1,321,14
DURABLES,12.7,1,321,19
DURABLES,841.64,4,322,7
DURABLES,148.26,3,322,9
DURABLES,146.32,4,322,10
DURABLES,67.61,2,322,11
DURABLES,642.01,3,322,12
DURABLES,1116.94,3,322,13
DURABLES,342.31,4,322,14
DURABLES,219.31,3,322,15
DURABLES,44,1,322,16
DURABLES,5.7,1,322,18
DURABLES,5,1,323,6
DURABLES,3.86,1,323,7
DURABLES,28.02,1,323,9
DURABLES,30.01,3,323,10
DURABLES,238.49,6,323,11
DURABLES,70.46,3,323,12
DURABLES,30.71,2,323,13
DURABLES,111.16,4,323,14
DURABLES,112.03,3,323,15
DURABLES,59,1,323,17
DURABLES,125.61,1,324,5
DURABLES,78.06,2,324,9
DURABLES,1002.6,4,324,10
DURABLES,88.27,3,324,11
DURABLES,136.43,4,324,12
DURABLES,70.21,3,324,13
DURABLES,19.37,1,324,14
DURABLES,311.02,3,324,15
DURABLES,1183.04,4,324,16
DURABLES,57.17,1,324,17
DURABLES,68.5,2,324,19
DURABLES,45.93,2,325,5
DURABLES,72.94,2,325,7
DURABLES,400,1,325,8
DURABLES,179.98,4,325,9
DURABLES,226.53,2,325,10
DURABLES,269.82,5,325,11
DURABLES,2.17,1,325,13
DURABLES,20,1,325,14
DURABLES,119.9,1,325,15
DURABLES,91.32,2,325,16
DURABLES,16.24,1,325,17
DURABLES,48,1,325,18
DURABLES,23.87,1,325,19
DURABLES,4.5,1,326,4
DURABLES,11.37,1,326,5
DURABLES,90,2,326,6
DURABLES,46.58,3,326,7
DURABLES,122.18,3,326,8
DURABLES,589.72,2,326,9
DURABLES,467.51,5,326,10
DURABLES,339.33,6,326,11
DURABLES,203.12,3,326,12
DURABLES,74.35,1,326,13
DURABLES,164.28,2,326,14
DURABLES,33.89,1,326,15
DURABLES,39.94,1,326,16
DURABLES,8.15,1,327,5
DURABLES,16.61,1,327,6
DURABLES,18.95,1,327,7
DURABLES,122.12,2,327,8
DURABLES,22.61,1,327,9
DURABLES,50,1,327,10
DURABLES,348.05,5,327,11
DURABLES,202.23,1,327,12
DURABLES,55.24,2,327,13
DURABLES,719.65,4,327,14
DURABLES,53.86,1,327,15
DURABLES,5,1,327,16
DURABLES,51.31,2,327,17
DURABLES,5.33,1,327,18
DURABLES,26.9,1,328,6
DURABLES,31,1,328,7
DURABLES,8.92,1,328,8
DURABLES,8.09,1,328,9
DURABLES,30,1,328,10
DURABLES,98.6,2,328,11
DURABLES,156.69,5,328,12
DURABLES,75.76,3,328,13
DURABLES,67.52,2,328,14
DURABLES,50,1,328,15
DURABLES,5.33,1,328,17
DURABLES,31.5,1,328,18
DURABLES,6.67,1,329,6
DURABLES,144.04,2,329,8
DURABLES,310.77,4,329,9
DURABLES,146,4,329,10
DURABLES,301.35,3,329,11
DURABLES,310.62,4,329,12
DURABLES,415.08,1,329,13
DURABLES,37.05,2,329,14
DURABLES,9.61,1,329,15
DURABLES,15.88,2,329,16
DURABLES,95.98,2,329,17
DURABLES,253.83,4,329,18
DURABLES,20.96,1,330,5
DURABLES,97.24,1,330,8
DURABLES,216.3,3,330,9
DURABLES,343.59,6,330,10
DURABLES,89.44,2,330,11
DURABLES,32.46,1,330,12
DURABLES,210.69,3,330,13
DURABLES,177.42,5,330,14
DURABLES,267.55,5,330,15
DURABLES,69.59,2,330,16
DURABLES,61.5,1,330,20
DURABLES,4.75,1,331,4
DURABLES,47.56,2,331,7
DURABLES,169.9,2,331,8
DURABLES,67.43,1,331,9
DURABLES,89.28,2,331,10
DURABLES,279.67,4,331,11
DURABLES,116.57,2,331,12
DURABLES,197.55,2,331,13
DURABLES,8.11,1,331,14
DURABLES,129.95,2,331,16
DURABLES,125,1,331,17
DURABLES,58.27,4,331,18
DURABLES,10,1,332,7
DURABLES,7.48,1,332,10
DURABLES,56.5,1,332,18
DURABLES,70.8,1,333,6
DURABLES,251.39,4,333,8
DURABLES,326.91,3,333,9
DURABLES,136.58,3,333,10
DURABLES,202.25,5,333,12
DURABLES,433.91,2,333,13
DURABLES,124.69,4,333,14
DURABLES,51.65,3,333,15
DURABLES,53,1,333,19
DURABLES,12.3,1,334,6
DURABLES,195.11,3,334,7
DURABLES,44.4,2,334,8
DURABLES,76.33,3,334,9
DURABLES,76.76,3,334,10
DURABLES,50.5,2,334,11
DURABLES,523.79,7,334,12
DURABLES,202.33,5,334,13
DURABLES,142.96,5,334,14
DURABLES,46.8,1,334,16
DURABLES,50,1,334,18
EDUCATION,254,2,319,4
EDUCATION,2073.34,13,319,5
EDUCATION,2250.74,25,319,6
EDUCATION,1865.84,39,319,7
EDUCATION,9277.03,44,319,8
EDUCATION,4742.82,76,319,9
EDUCATION,6166.32,94,319,10
EDUCATION,4207.44,88,319,11
EDUCATION,8270.04,87,319,12
EDUCATION,5708.15,89,319,13
EDUCATION,6606.11,74,319,14
EDUCATION,7974.77,82,319,15
EDUCATION,2029.87,43,319,16
EDUCATION,1257.06,25,319,17
EDUCATION,560.08,13,319,18
EDUCATION,74.55,4,319,19
EDUCATION,20.76,3,319,20
EDUCATION,29.16,2,319,21
EDUCATION,2,1,319,22
EDUCATION,308,2,320,5
EDUCATION,105.93,2,320,6
EDUCATION,622.6,14,320,7
EDUCATION,806.31,12,320,8
EDUCATION,733.28,20,320,9
EDUCATION,1903.9,46,320,10
EDUCATION,2215.16,40,320,11
EDUCATION,1850.16,40,320,12
EDUCATION,914.85,31,320,13
EDUCATION,1255.28,31,320,14
EDUCATION,822.4,20,320,15
EDUCATION,738.21,18,320,16
EDUCATION,205,3,320,17
EDUCATION,118.2,2,320,18
EDUCATION,55.5,3,320,19
EDUCATION,6,1,320,20
EDUCATION,9.68,1,320,22
EDUCATION,3,1,320,23
EDUCATION,40,1,321,6
EDUCATION,5,1,321,7
EDUCATION,92.52,2,321,8
EDUCATION,389.31,4,321,9
EDUCATION,587.9,13,321,10
EDUCATION,567.88,9,321,11
EDUCATION,424.78,9,321,12
EDUCATION,469.59,15,321,13
EDUCATION,78.95,5,321,14
EDUCATION,158.02,12,321,15
EDUCATION,118.27,10,321,16
EDUCATION,1.5,1,321,17
EDUCATION,36.53,4,321,18
EDUCATION,8,1,321,21
EDUCATION,362.68,6,322,4
EDUCATION,736.85,9,322,5
EDUCATION,712.27,17,322,6
EDUCATION,1568.27,53,322,7
EDUCATION,3967.08,58,322,8
EDUCATION,4011.83,96,322,9
EDUCATION,3848.81,89,322,10
EDUCATION,4212.25,118,322,11
EDUCATION,22011.45,128,322,12
EDUCATION,15140.51,100,322,13
EDUCATION,10024.69,109,322,14
EDUCATION,5794.27,92,322,15
EDUCATION,1068.8,47,322,16
EDUCATION,1328.95,46,322,17
EDUCATION,93.32,13,322,18
EDUCATION,84.28,7,322,19
EDUCATION,107.4,5,322,20
EDUCATION,139.19,3,322,21
EDUCATION,63.27,3,323,4
EDUCATION,1322.98,16,323,5
EDUCATION,4952.55,17,323,6
EDUCATION,1692.86,33,323,7
EDUCATION,1121.12,61,323,8
EDUCATION,9488.09,107,323,9
EDUCATION,4716.82,109,323,10
EDUCATION,10888.39,112,323,11
EDUCATION,3618.38,131,323,12
EDUCATION,1784.4,97,323,13
EDUCATION,10054.89,89,323,14
EDUCATION,2934.31,78,323,15
EDUCATION,3705.65,63,323,16
EDUCATION,478.99,46,323,17
EDUCATION,656.1,32,323,18
EDUCATION,448.95,10,323,19
EDUCATION,192.23,8,323,20
EDUCATION,4.89,1,323,22
EDUCATION,34.6,1,324,4
EDUCATION,618.44,8,324,5
EDUCATION,1169.97,27,324,6
EDUCATION,1436.15,31,324,7
EDUCATION,2411.7,72,324,8
EDUCATION,4221.52,96,324,9
EDUCATION,5716.81,110,324,10
EDUCATION,2800.44,84,324,11
EDUCATION,4557.27,91,324,12
EDUCATION,9539.72,81,324,13
EDUCATION,2938.77,82,324,14
EDUCATION,6525.04,73,324,15
EDUCATION,2142.46,42,324,16
EDUCATION,520.61,30,324,17
EDUCATION,824.5,21,324,18
EDUCATION,485.01,12,324,19
EDUCATION,36.98,3,324,20
EDUCATION,308.6,4,325,4
EDUCATION,3005.66,7,325,5
EDUCATION,598.51,21,325,6
EDUCATION,1302.6,30,325,7
EDUCATION,2606.75,51,325,8
EDUCATION,3368.01,91,325,9
EDUCATION,16119.17,90,325,10
EDUCATION,4295.12,109,325,11
EDUCATION,11871.58,78,325,12
EDUCATION,2986.04,95,325,13
EDUCATION,7799.43,79,325,14
EDUCATION,2421.06,86,325,15
EDUCATION,2794.1,53,325,16
EDUCATION,1213.61,28,325,17
EDUCATION,141.15,13,325,18
EDUCATION,1017.7,10,325,19
EDUCATION,14.62,2,325,20
EDUCATION,2,1,325,21
EDUCATION,2.75,1,325,23
EDUCATION,259,1,326,3
EDUCATION,789.19,6,326,4
EDUCATION,359.73,6,326,5
EDUCATION,1849.36,23,326,6
EDUCATION,1982.19,34,326,7
EDUCATION,1872.18,46,326,8
EDUCATION,10849.18,86,326,9
EDUCATION,5756.13,88,326,10
EDUCATION,7866.7,94,326,11
EDUCATION,6727.23,99,326,12
EDUCATION,7825.65,99,326,13
EDUCATION,3428.13,84,326,14
EDUCATION,2602.92,53,326,15
EDUCATION,3554.72,33,326,16
EDUCATION,1319.73,29,326,17
EDUCATION,158.13,8,326,18
EDUCATION,7.25,1,326,19
EDUCATION,42.12,3,326,20
EDUCATION,10,1,326,22
EDUCATION,596,3,327,4
EDUCATION,325,1,327,5
EDUCATION,920.77,5,327,6
EDUCATION,136,3,327,7
EDUCATION,722.08,11,327,8
EDUCATION,794.21,14,327,9
EDUCATION,1647.16,27,327,10
EDUCATION,1314.21,31,327,11
EDUCATION,1273.79,27,327,12
EDUCATION,682.42,21,327,13
EDUCATION,250.09,18,327,14
EDUCATION,333.14,13,327,15
EDUCATION,517.48,18,327,16
EDUCATION,345.67,8,327,17
EDUCATION,118.88,2,327,18
EDUCATION,66.74,4,327,19
EDUCATION,16.22,2,327,20
EDUCATION,32.56,3,327,21
EDUCATION,200,1,328,0
EDUCATION,285.47,3,328,6
EDUCATION,91.86,2,328,7
EDUCATION,2.99,1,328,8
EDUCATION,108.86,4,328,9
EDUCATION,612.61,11,328,10
EDUCATION,449.43,6,328,11
EDUCATION,317.38,16,328,12
EDUCATION,156.51,11,328,13
EDUCATION,385.13,14,328,14
EDUCATION,157.45,9,328,15
EDUCATION,232.62,9,328,16
EDUCATION,37.34,3,328,17
EDUCATION,8,1,328,18
EDUCATION,10.5,2,328,20
EDUCATION,7.75,2,328,21
EDUCATION,5.25,1,328,22
EDUCATION,148,2,329,3
EDUCATION,613.3,5,329,4
EDUCATION,1147.67,12,329,5
EDUCATION,680.89,21,329,6
EDUCATION,4651.73,30,329,7
EDUCATION,8179.61,69,329,8
EDUCATION,10051.36,82,329,9
EDUCATION,7270.17,79,329,10
EDUCATION,8546.48,95,329,11
EDUCATION,10748.71,102,329,12
EDUCATION,3288.48,85,329,13
EDUCATION,10900.68,84,329,14
EDUCATION,10980.47,70,329,15
EDUCATION,11392.8,60,329,16
EDUCATION,795.28,26,329,17
EDUCATION,671.2,9,329,18
EDUCATION,21.45,6,329,19
EDUCATION,120,4,329,20
EDUCATION,10.59,2,329,21
EDUCATION,5025,3,330,4
EDUCATION,335.64,6,330,5
EDUCATION,448.53,22,330,6
EDUCATION,3302.76,40,330,7
EDUCATION,3840.71,56,330,8
EDUCATION,4098.07,71,330,9
EDUCATION,12207.67,90,330,10
EDUCATION,13037.77,87,330,11
EDUCATION,7108.69,100,330,12
EDUCATION,9776.44,78,330,13
EDUCATION,15497.31,71,330,14
EDUCATION,2931.78,67,330,15
EDUCATION,3716.18,50,330,16
EDUCATION,3154.19,30,330,17
EDUCATION,1295.63,27,330,18
EDUCATION,384.25,10,330,19
EDUCATION,47.52,2,330,20
EDUCATION,7.5,1,330,21
EDUCATION,55.58,3,331,5
EDUCATION,383.17,8,331,6
EDUCATION,4229.94,26,331,7
EDUCATION,5725.16,30,331,8
EDUCATION,2136.67,45,331,9
EDUCATION,13054.45,71,331,10
EDUCATION,5320.62,63,331,11
EDUCATION,3185.95,62,331,12
EDUCATION,9854.13,41,331,13
EDUCATION,2029.27,53,331,14
EDUCATION,2899.69,41,331,15
EDUCATION,1360.06,28,331,16
EDUCATION,206.24,12,331,17
EDUCATION,157.04,3,331,18
EDUCATION,280,2,331,19
EDUCATION,7.25,1,331,20
EDUCATION,41,2,332,7
EDUCATION,20,1,332,9
EDUCATION,15,1,332,11
EDUCATION,12.5,1,332,12
EDUCATION,12.75,1,332,14
EDUCATION,156,2,332,17
EDUCATION,195,2,332,18
EDUCATION,1.75,1,332,21
EDUCATION,12,1,333,0
EDUCATION,8,1,333,2
EDUCATION,149,1,333,4
EDUCATION,231.8,2,333,5
EDUCATION,50,1,333,6
EDUCATION,42.32,1,333,7
EDUCATION,490.21,8,333,8
EDUCATION,596.24,7,333,9
EDUCATION,394.39,7,333,10
EDUCATION,398.1,9,333,11
EDUCATION,208.29,5,333,12
EDUCATION,1134.72,15,333,13
EDUCATION,969.48,19,333,14
EDUCATION,1029.01,13,333,15
EDUCATION,171.33,3,333,16
EDUCATION,250,5,333,17
EDUCATION,270.24,5,333,18
EDUCATION,4,1,333,21
EDUCATION,360,1,334,5
EDUCATION,80,1,334,6
EDUCATION,569.42,7,334,7
EDUCATION,557.16,9,334,8
EDUCATION,452.15,8,334,9
EDUCATION,262.77,9,334,10
EDUCATION,541.57,8,334,11
EDUCATION,499.19,9,334,12
EDUCATION,535.12,11,334,13
EDUCATION,116.05,5,334,14
EDUCATION,163.63,7,334,15
EDUCATION,316.7,5,334,16
EDUCATION,33.97,2,334,17
EDUCATION,21,2,334,19
ELECTRONICS,33662.11,129,319,0
ELECTRONICS,5059.38,19,319,1
ELECTRONICS,2673.52,9,319,2
ELECTRONICS,1732.73,8,319,4
ELECTRONICS,11806.89,62,319,5
ELECTRONICS,14763.59,107,319,6
ELECTRONICS,46544.54,357,319,7
ELECTRONICS,62749.03,523,319,8
ELECTRONICS,78865.2299999999,716,319,9
ELECTRONICS,103007.67,914,319,10
ELECTRONICS,93171.3899999999,894,319,11
ELECTRONICS,86061.2100000001,968,319,12
ELECTRONICS,93381.4500000001,1015,319,13
ELECTRONICS,103183.23,1064,319,14
ELECTRONICS,95341.16,1079,319,15
ELECTRONICS,101185.57,1060,319,16
ELECTRONICS,99713.5599999999,982,319,17
ELECTRONICS,52590.0100000001,639,319,18
ELECTRONICS,47085.69,399,319,19
ELECTRONICS,23418.36,247,319,20
ELECTRONICS,4882.67,49,319,21
ELECTRONICS,120.43,4,319,22
ELECTRONICS,52.12,3,320,4
ELECTRONICS,171.21,3,320,5
ELECTRONICS,2387.42,33,320,6
ELECTRONICS,28872.69,290,320,7
ELECTRONICS,52638.37,521,320,8
ELECTRONICS,76958.6,756,320,9
ELECTRONICS,91140.84,1019,320,10
ELECTRONICS,111740.1,1203,320,11
ELECTRONICS,112868.78,1261,320,12
ELECTRONICS,117491.11,1303,320,13
ELECTRONICS,114754.57,1263,320,14
ELECTRONICS,96102.1600000001,1112,320,15
ELECTRONICS,102515.34,1078,320,16
ELECTRONICS,71753.6799999999,850,320,17
ELECTRONICS,52070.9899999999,583,320,18
ELECTRONICS,30214.54,319,320,19
ELECTRONICS,13475.37,186,320,20
ELECTRONICS,2892.56,41,320,21
ELECTRONICS,2.56,1,320,22
ELECTRONICS,38.73,2,321,4
ELECTRONICS,12.09,3,321,5
ELECTRONICS,130.21,6,321,6
ELECTRONICS,2957.18,49,321,7
ELECTRONICS,26553.36,334,321,8
ELECTRONICS,59522.08,559,321,9
ELECTRONICS,66629.58,691,321,10
ELECTRONICS,98516.69,939,321,11
ELECTRONICS,101118.04,1018,321,12
ELECTRONICS,86758.4500000001,1053,321,13
ELECTRONICS,86441.03,960,321,14
ELECTRONICS,65756.4399999999,761,321,15
ELECTRONICS,54540.24,575,321,16
ELECTRONICS,30294.93,418,321,17
ELECTRONICS,27778.2,265,321,18
ELECTRONICS,13729.04,132,321,19
ELECTRONICS,12943.47,31,321,20
ELECTRONICS,2697.08,15,321,21
ELECTRONICS,684.05,8,321,22
ELECTRONICS,53.49,1,322,2
ELECTRONICS,82.38,2,322,4
ELECTRONICS,70.79,6,322,5
ELECTRONICS,682.61,21,322,6
ELECTRONICS,8361.71,147,322,7
ELECTRONICS,18601.62,245,322,8
ELECTRONICS,30610.42,332,322,9
ELECTRONICS,45778.9099999999,516,322,10
ELECTRONICS,44704.93,560,322,11
ELECTRONICS,46483.5,557,322,12
ELECTRONICS,56532.2099999999,628,322,13
ELECTRONICS,47274.99,630,322,14
ELECTRONICS,59401.78,659,322,15
ELECTRONICS,51335.31,605,322,16
ELECTRONICS,54249.27,546,322,17
ELECTRONICS,31924.12,355,322,18
ELECTRONICS,14985.37,206,322,19
ELECTRONICS,13542.4,138,322,20
ELECTRONICS,2446.59,31,322,21
ELECTRONICS,21.28,1,322,23
ELECTRONICS,55.72,1,323,1
ELECTRONICS,19.73,3,323,5
ELECTRONICS,965.28,28,323,6
ELECTRONICS,17714.17,181,323,7
ELECTRONICS,24335.75,276,323,8
ELECTRONICS,30876.26,371,323,9
ELECTRONICS,39164.39,549,323,10
ELECTRONICS,41216.52,571,323,11
ELECTRONICS,53151.61,599,323,12
ELECTRONICS,50932.89,634,323,13
ELECTRONICS,55871.7299999999,672,323,14
ELECTRONICS,53333.68,645,323,15
ELECTRONICS,50973.01,663,323,16
ELECTRONICS,46303.34,562,323,17
ELECTRONICS,32162.64,365,323,18
ELECTRONICS,21090.71,246,323,19
ELECTRONICS,12244.71,144,323,20
ELECTRONICS,1464.43,24,323,21
ELECTRONICS,445.39,5,323,22
ELECTRONICS,77.63,3,324,5
ELECTRONICS,1529.24,25,324,6
ELECTRONICS,15044.54,148,324,7
ELECTRONICS,23705.03,259,324,8
ELECTRONICS,35872.9,368,324,9
ELECTRONICS,41999.53,459,324,10
ELECTRONICS,46156.6900000001,535,324,11
ELECTRONICS,57617.68,600,324,12
ELECTRONICS,53236.1999999999,559,324,13
ELECTRONICS,47264.61,597,324,14
ELECTRONICS,51394.59,668,324,15
ELECTRONICS,58146.69,639,324,16
ELECTRONICS,46651.6,534,324,17
ELECTRONICS,32478.08,380,324,18
ELECTRONICS,23111.67,251,324,19
ELECTRONICS,10604.54,136,324,20
ELECTRONICS,2009.67,25,324,21
ELECTRONICS,30.93,3,324,22
ELECTRONICS,5.34,1,324,23
ELECTRONICS,1.99,1,325,1
ELECTRONICS,21.76,1,325,2
ELECTRONICS,11.73,1,325,3
ELECTRONICS,1.73,1,325,4
ELECTRONICS,67.37,4,325,5
ELECTRONICS,1108.35,26,325,6
ELECTRONICS,18606.01,181,325,7
ELECTRONICS,18501.27,233,325,8
ELECTRONICS,41414,415,325,9
ELECTRONICS,44927.13,541,325,10
ELECTRONICS,46879.4499999999,530,325,11
ELECTRONICS,51567.42,638,325,12
ELECTRONICS,53832.24,616,325,13
ELECTRONICS,66988.1,695,325,14
ELECTRONICS,105426.03,840,325,15
ELECTRONICS,104866.5,826,325,16
ELECTRONICS,75106.82,704,325,17
ELECTRONICS,75304.7699999999,562,325,18
ELECTRONICS,54456.07,372,325,19
ELECTRONICS,69418.05,363,325,20
ELECTRONICS,73046.8000000001,314,325,21
ELECTRONICS,49931.37,192,325,22
ELECTRONICS,37009.24,179,325,23
ELECTRONICS,24533.15,116,326,0
ELECTRONICS,358,12,326,1
ELECTRONICS,59.12,2,326,2
ELECTRONICS,1.66,1,326,4
ELECTRONICS,9584.26,41,326,5
ELECTRONICS,17276.29,111,326,6
ELECTRONICS,44296.62,376,326,7
ELECTRONICS,62698.58,514,326,8
ELECTRONICS,73660.7399999999,694,326,9
ELECTRONICS,101884.56,924,326,10
ELECTRONICS,89226.71,899,326,11
ELECTRONICS,91622.37,987,326,12
ELECTRONICS,99170.2799999999,1107,326,13
ELECTRONICS,91755.7499999999,1098,326,14
ELECTRONICS,103915.07,1116,326,15
ELECTRONICS,92321.1600000001,1067,326,16
ELECTRONICS,89171.0399999998,994,326,17
ELECTRONICS,70810.6599999999,656,326,18
ELECTRONICS,42280.28,410,326,19
ELECTRONICS,23090.7,266,326,20
ELECTRONICS,3226.2,46,326,21
ELECTRONICS,247.33,6,326,22
ELECTRONICS,19.5,1,326,23
ELECTRONICS,3.68,1,327,0
ELECTRONICS,1.78,1,327,3
ELECTRONICS,34.86,7,327,4
ELECTRONICS,24.71,9,327,5
ELECTRONICS,809.39,45,327,6
ELECTRONICS,23243.01,309,327,7
ELECTRONICS,46719.45,572,327,8
ELECTRONICS,78809.1000000001,753,327,9
ELECTRONICS,97055.26,986,327,10
ELECTRONICS,94142.11,1179,327,11
ELECTRONICS,104194.97,1174,327,12
ELECTRONICS,125507.38,1265,327,13
ELECTRONICS,101514.94,1210,327,14
ELECTRONICS,107747.53,1096,327,15
ELECTRONICS,96571.8200000001,1026,327,16
ELECTRONICS,77412.33,864,327,17
ELECTRONICS,47938.0499999999,555,327,18
ELECTRONICS,27053.27,335,327,19
ELECTRONICS,17387.26,190,327,20
ELECTRONICS,9024.83,39,327,21
ELECTRONICS,505.49,5,327,22
ELECTRONICS,17.24,2,327,23
ELECTRONICS,5.81,1,328,2
ELECTRONICS,6.91,2,328,3
ELECTRONICS,1056.92,10,328,4
ELECTRONICS,13247.47,56,328,5
ELECTRONICS,15318.88,59,328,6
ELECTRONICS,21119.37,168,328,7
ELECTRONICS,47216.37,390,328,8
ELECTRONICS,66166.44,576,328,9
ELECTRONICS,69873.33,742,328,10
ELECTRONICS,95073.2099999998,953,328,11
